trace_id,source_file,engine_id,engine_hash,hash_gate_pass,output_value,output_units,output_correct,output_correct_evidence,reasoning_claim,inference_blind_judge,inference_correct,inference_correct_evidence,physical_evidence_level,physical_evidence_detail,risk_level,decision,notes,benchmark_family,reference_truth,verification_independence,coverage_case
trace_025,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_025.json,physics_magnitude_gold_engines.h2o_sto3g_electronic_vibrational_reference,2a65ad070df8ebb884eafd409faf046ea18d3aa72da19919f872cc0f355119c0,yes,"{""basis_orbitals"": 7, ""electronic_atomization_energy_hartree"": 0.27533318662119655, ""experimental_atomization_energy_hartree"": 0.35154847714349774, ""experimental_atomization_energy_kcal_mol"": 220.6, ""fci_total_energy_hartree"": -75.01264711899168, ""h_atom_energy_hartree"": -0.4665818495572752, ""harmonic_frequencies_cm_inverse"": [2044.5504790587436, 4486.656806611963, 4788.270182239418], ""o_atom_energy_hartree"": -73.80415023325594, ""reference_definition_corrected_error_hartree"": 0.1020029576372341, ""reference_definition_error_hartree"": 0.0762152905223012, ""solver_error_hartree"": 0.0, ""vibrational_zpe_cm_inverse"": 5659.738733955062, ""vibrational_zpe_hartree"": 0.025787667114932897, ""within_chemical_accuracy"": false, ""zpe_corrected_atomization_energy_hartree"": 0.24954551950626364}",hartree,yes,"H2O/STO-3G FCI atomization energy with model-harmonic ZPE correction: expected {'reference_fci_total_energy_hartree': -75.01264711899168, 'reference_experimental_atomization_energy_hartree': 0.35154847714349774, 'chemical_accuracy_threshold_hartree': 0.0015936}, abs_error=0.000e+00",H2O/STO-3G is solved by PySCF FCI for the declared finite-basis electronic model. A same-model harmonic ZPE is subtracted from the electronic atomization energy to form a D0-like model quantity. The trace records that the exact small-model solve remains far from the tabulated experimental atomization reference.,hold,unknown,,experimental,H2O/STO-3G is solved by PySCF FCI for the declared finite-basis electronic model. A same-model harmonic ZPE is subtracted from the electronic atomization energy to form a D0-like model quantity. The trace records that the exact small-model solve remains far from the tabulated experimental atomization reference.,low,hold,Experimental-reference trace; records solver/model error separation and needs blind inference review.,QuantumChemistry,"{'fci': {'kind': 'exact_model_solution', 'method': 'PySCF FCI', 'basis': 'sto-3g', 'geometry': 'H2O bent geometry, O at origin, H at +/-0.757, 0.587 Angstrom', 'total_energy_hartree': -75.01264711899168}, 'experimental': {'kind': 'tabulated_atomization_reference_from_OH_bond_dissociation_energies', 'quantity': 'H2O -> O + 2H atomization D0-like reference', 'first_oh_bde_kcal_mol': 118.8, 'second_oh_bde_kcal_mol': 101.8, 'value_kcal_mol': 220.6, 'value_hartree': 0.35154847714349774, 'source': 'Bond dissociation energy reference table; water O-H cleavage values 118.8 and 101.8 kcal/mol'}, 'vibrational': {'kind': 'same_model_harmonic_zpe', 'frequencies_cm_inverse': [2044.5504790587436, 4486.656806611963, 4788.270182239418], 'zpe_cm_inverse': 5659.738733955062, 'zpe_hartree': 0.025787667114932897}, 'chemical_accuracy': {'threshold_hartree': 0.0015936, 'threshold_name': '1 kcal/mol'}}",same_runtime_exact_fci_with_external_experimental_reference,quantum_chemistry_polyatomic_electronic_vibrational
trace_026,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_026.json,physics_magnitude_gold_engines.ch4_sto3g_electronic_vibrational_reference,2a65ad070df8ebb884eafd409faf046ea18d3aa72da19919f872cc0f355119c0,yes,"{""basis_orbitals"": 9, ""c_atom_energy_hartree"": -37.21873355063646, ""electronic_atomization_energy_hartree"": 0.7209374024056245, ""experimental_atomization_energy_hartree"": 0.6326597707432847, ""experimental_atomization_energy_kcal_mol"": 397.0, ""fci_total_energy_hartree"": -39.805998351271185, ""h_atom_energy_hartree"": -0.4665818495572752, ""harmonic_frequencies_cm_inverse"": [1689.8745762073581, 1689.8745762074286, 1689.8745762074293, 1908.0111834277059, 1908.0111834277093, 3470.156201716282, 3726.7413585172094, 3726.741358517229, 3726.74135851723], ""reference_definition_corrected_error_hartree"": 0.034658618326320334, ""reference_definition_error_hartree"": 0.08827763166233982, ""solver_error_hartree"": 0.0, ""successive_ch_bde_kcal_mol"": [105.0, 110.0, 101.0, 81.0], ""vibrational_zpe_cm_inverse"": 11768.013186372791, ""vibrational_zpe_hartree"": 0.05361901333601945, ""within_chemical_accuracy"": false, ""zpe_corrected_atomization_energy_hartree"": 0.6673183890696051}",hartree,yes,"CH4/STO-3G FCI atomization energy with model-harmonic ZPE correction: expected {'reference_fci_total_energy_hartree': -39.805998351271185, 'reference_experimental_atomization_energy_hartree': 0.6326597707432847, 'chemical_accuracy_threshold_hartree': 0.0015936}, abs_error=0.000e+00",CH4/STO-3G is solved by PySCF FCI for the declared finite-basis electronic model. A same-model harmonic ZPE is subtracted from the electronic atomization energy. The trace records a larger polyatomic case where exact model solution does not imply experimental chemical accuracy.,hold,unknown,,experimental,CH4/STO-3G is solved by PySCF FCI for the declared finite-basis electronic model. A same-model harmonic ZPE is subtracted from the electronic atomization energy. The trace records a larger polyatomic case where exact model solution does not imply experimental chemical accuracy.,low,hold,Experimental-reference trace; records solver/model error separation and needs blind inference review.,QuantumChemistry,"{'fci': {'kind': 'exact_model_solution', 'method': 'PySCF FCI', 'basis': 'sto-3g', 'geometry': 'CH4 tetrahedral STO-3G demo geometry, C-H about 1.089 Angstrom', 'total_energy_hartree': -39.805998351271185}, 'experimental': {'kind': 'tabulated_atomization_reference_from_successive_C_H_bond_dissociation_energies', 'quantity': 'CH4 -> C + 4H atomization D0-like reference', 'successive_ch_bde_kcal_mol': [105.0, 110.0, 101.0, 81.0], 'value_kcal_mol': 397.0, 'value_hartree': 0.6326597707432847, 'source': 'Bond dissociation energy reference table; successive methane C-H values 105, 110, 101, and 81 kcal/mol'}, 'vibrational': {'kind': 'same_model_harmonic_zpe', 'frequencies_cm_inverse': [1689.8745762073581, 1689.8745762074286, 1689.8745762074293, 1908.0111834277059, 1908.0111834277093, 3470.156201716282, 3726.7413585172094, 3726.741358517229, 3726.74135851723], 'zpe_cm_inverse': 11768.013186372791, 'zpe_hartree': 0.05361901333601945}, 'chemical_accuracy': {'threshold_hartree': 0.0015936, 'threshold_name': '1 kcal/mol'}}",same_runtime_exact_fci_with_external_experimental_reference,quantum_chemistry_larger_polyatomic_electronic_vibrational
trace_027,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_027.json,physics_magnitude_gold_engines.h2_basis_convergence_to_experiment,2a65ad070df8ebb884eafd409faf046ea18d3aa72da19919f872cc0f355119c0,yes,"{""best_basis"": ""cc-pv5z"", ""best_error_hartree"": 2.0496104643386026e-05, ""ceiling_basis_orbitals"": 110, ""ceiling_basis_solved"": ""cc-pv5z"", ""errors_hartree"": [0.028646971371818652, 0.00982535601393239, 0.0015326709489882628, 0.00031128631474877655, 2.0496104643386026e-05], ""first_robust_basis"": ""cc-pvqz"", ""first_within_chemical_accuracy_basis"": ""cc-pvtz"", ""monotonic_nonincreasing_error"": true, ""points"": [{""basis"": ""sto-3g"", ""basis_orbitals"": 2, ""corrected_de_reference_hartree"": 0.17545950417453487, ""corrected_error_hartree"": 0.028646971371818652, ""electronic_binding_energy_hartree"": 0.20410647554635353, ""fci_total_energy_hartree"": -1.137270174660904, ""harmonic_frequencies_cm_inverse"": [5018.654330313494], ""margin_hartree"": -0.027053371371818652, ""model_atom_energy_hartree"": -0.4665818495572752, ""raw_error_vs_d0_hartree"": 0.040080307195131615, ""robustness"": ""false"", ""solver_error_hartree"": 0.0, ""vibrational_zpe_cm_inverse"": 2509.327165156747, ""vibrational_zpe_hartree"": 0.011433335823312974, ""within_chemical_accuracy"": false}, {""basis"": ""cc-pvdz"", ""basis_orbitals"": 10, ""corrected_de_reference_hartree"": 0.17468248271208817, ""corrected_error_hartree"": 0.00982535601393239, ""electronic_binding_energy_hartree"": 0.16485712669815578, ""fci_total_energy_hartree"": -1.163413933537322, ""harmonic_frequencies_cm_inverse"": [4677.581332238568], ""margin_hartree"": -0.00823175601393239, ""model_atom_energy_hartree"": -0.49927840341958307, ""raw_error_vs_d0_hartree"": 0.0008309583469338633, ""robustness"": ""false"", ""solver_error_hartree"": 0.0, ""vibrational_zpe_cm_inverse"": 2338.790666119284, ""vibrational_zpe_hartree"": 0.010656314360866245, ""within_chemical_accuracy"": false}, {""basis"": ""cc-pvtz"", ""basis_orbitals"": 28, ""corrected_de_reference_hartree"": 0.1742487425404671, ""corrected_error_hartree"": 0.0015326709489882628, ""electronic_binding_energy_hartree"": 0.17271607159147884, ""fci_total_energy_hartree"": -1.1723356941951644, ""harmonic_frequencies_cm_inverse"": [4487.191403684355], ""margin_hartree"": 6.092905101173708e-05, ""model_atom_energy_hartree"": -0.49980981130184277, ""raw_error_vs_d0_hartree"": 0.008689903240256924, ""robustness"": ""true_not_robust"", ""solver_error_hartree"": 0.0, ""vibrational_zpe_cm_inverse"": 2243.5957018421773, ""vibrational_zpe_hartree"": 0.010222574189245196, ""within_chemical_accuracy"": true}, {""basis"": ""cc-pvqz"", ""basis_orbitals"": 60, ""corrected_de_reference_hartree"": 0.17421648010077687, ""corrected_error_hartree"": 0.00031128631474877655, ""electronic_binding_energy_hartree"": 0.1739051937860281, ""fci_total_energy_hartree"": -1.1737963309520052, ""harmonic_frequencies_cm_inverse"": [4473.029829568094], ""margin_hartree"": 0.0012823136852512234, ""model_atom_energy_hartree"": -0.49994556858298855, ""raw_error_vs_d0_hartree"": 0.009879025434806177, ""robustness"": ""true_robust"", ""solver_error_hartree"": 0.0, ""vibrational_zpe_cm_inverse"": 2236.514914784047, ""vibrational_zpe_hartree"": 0.010190311749554948, ""within_chemical_accuracy"": true}, {""basis"": ""cc-pv5z"", ""basis_orbitals"": 110, ""corrected_de_reference_hartree"": 0.17421340440083433, ""corrected_error_hartree"": 2.0496104643386026e-05, ""electronic_binding_energy_hartree"": 0.1742339005054777, ""fci_total_energy_hartree"": -1.174222970823287, ""harmonic_frequencies_cm_inverse"": [4471.6797533459], ""margin_hartree"": 0.001573103895356614, ""model_atom_energy_hartree"": -0.49999453515890463, ""raw_error_vs_d0_hartree"": 0.0102077321542558, ""robustness"": ""true_robust"", ""solver_error_hartree"": 0.0, ""vibrational_zpe_cm_inverse"": 2235.83987667295, ""vibrational_zpe_hartree"": 0.0101872360496124, ""within_chemical_accuracy"": true}], ""robust_margin_fraction"": 0.05, ""robust_margin_hartree"": 7.968e-05}",hartree,yes,"H2 finite-basis convergence to experimental D0 with model-harmonic ZPE: expected {'monotonic_nonincreasing_error': True, 'first_robust_basis': 'cc-pvqz', 'chemical_accuracy_threshold_hartree': 0.0015936}, abs_error=0.000e+00","H2 is solved by exact FCI across an increasing Dunning basis ladder. Each point compares the electronic binding energy to measured D0 corrected by same-model harmonic ZPE. The trace records the full error curve, monotonicity, first threshold crossing, and first robust chemical-accuracy crossing.",hold,unknown,,experimental,"H2 is solved by exact FCI across an increasing Dunning basis ladder. Each point compares the electronic binding energy to measured D0 corrected by same-model harmonic ZPE. The trace records the full error curve, monotonicity, first threshold crossing, and first robust chemical-accuracy crossing.",low,hold,Experimental-reference trace; records solver/model error separation and needs blind inference review.,QuantumChemistry,"{'fci': {'kind': 'exact_model_solution_at_each_basis', 'method': 'PySCF FCI', 'bases': ['sto-3g', 'cc-pvdz', 'cc-pvtz', 'cc-pvqz', 'cc-pv5z'], 'geometry': 'H-H 0.7414 Angstrom'}, 'experimental': {'kind': 'measured_dissociation_energy_with_model_harmonic_reference_definition_correction', 'raw_quantity': 'D0(N=1) ortho-H2', 'raw_value_cm_inverse': 35999.582834, 'raw_value_hartree': 0.1640261683512219, 'corrected_quantity': 'per-basis model-harmonic D_e = D0 + ZPE_harmonic(model)', 'source': 'D0: Hölsch et al. 2019, arXiv:1902.09471; ZPE: PySCF harmonic analysis at each declared basis'}, 'chemical_accuracy': {'threshold_hartree': 0.0015936, 'threshold_name': '1 kcal/mol', 'robust_margin_fraction': 0.05}}",same_runtime_exact_fci_with_external_experimental_reference,quantum_chemistry_basis_convergence_to_experiment
trace_028,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_028.json,universal_invariant_adversarial_engines.heisenberg_wrong_sign_passes_local_properties,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,-0.25,energy,no,"Generated Heisenberg dimer ground-state energy with wrong coupling sign: expected -0.75, abs_error=5.000e-01",Universal analytic invariant for antiferromagnetic H = J S1.S2 requires E0 = -3J/4; the generated Hamiltonian uses the wrong sign.,no,no,,analytic,Universal analytic invariant for antiferromagnetic H = J S1.S2 requires E0 = -3J/4; the generated Hamiltonian uses the wrong sign.,high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,Heisenberg,closed_form_antiferromagnetic_singlet_ground_energy,analytic_no_solver,universal_invariant_adversarial_failure
trace_029,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_029.json,universal_invariant_adversarial_engines.heisenberg_nonhermitian_local_catches_anchor_not_needed,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,"""not_evaluated_local_oracle_failed""",energy,no,"Generated Heisenberg dimer Hamiltonian with non-Hermitian perturbation: expected -0.75, abs_error=n/a",Negative control: the local matrix oracle catches non-Hermiticity before the analytic ground-state invariant is needed.,no,no,,analytic,Negative control: the local matrix oracle catches non-Hermiticity before the analytic ground-state invariant is needed.,high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,Heisenberg,closed_form_antiferromagnetic_singlet_ground_energy,analytic_no_solver,universal_invariant_local_catches_anchor_not_needed
trace_030,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_030.json,universal_invariant_adversarial_engines.heisenberg_scaled_coupling_both_oracles_catch,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,-0.375,energy,no,"Generated Heisenberg dimer ground-state energy with scaled coupling: expected -0.75, abs_error=3.750e-01",Redundant control: a wrong coupling parameter is caught by a local parameter check and by the analytic ground-state invariant.,no,no,,analytic,Redundant control: a wrong coupling parameter is caught by a local parameter check and by the analytic ground-state invariant.,high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,Heisenberg,closed_form_antiferromagnetic_singlet_ground_energy,analytic_no_solver,universal_invariant_both_oracles_catch
trace_031,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_031.json,universal_invariant_adversarial_engines.bell_product_state_passes_local_properties_but_fails_entropy,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,-0.0,nats,no,"Generated two-qubit Bell-state entropy from plausible product state: expected 0.6931471805599453, abs_error=6.931e-01","Transfer case: the generated state is normalized and dimensionally valid, but the Bell-state invariant requires single-qubit entropy ln2.",no,no,,analytic,"Transfer case: the generated state is normalized and dimensionally valid, but the Bell-state invariant requires single-qubit entropy ln2.",high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,Bell,closed_form_bell_entropy_ln2,analytic_no_solver,universal_invariant_non_heisenberg_adversarial_failure
trace_032,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_032.json,universal_invariant_adversarial_engines.normalized_random_state_without_universal_anchor,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,0.3100460629596791,nats,no,"Generated normalized two-qubit state entropy without a universal target: expected not_applicable_no_universal_anchor, abs_error=n/a","No-anchor control: the state is locally valid, but no universal reference is claimed for this arbitrary generated state.",no,no,,no_universal_anchor_control,"No-anchor control: the state is locally valid, but no universal reference is claimed for this arbitrary generated state.",high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,NoUniversalAnchorControl,none,none,universal_invariant_no_anchor_control
trace_033,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_033.json,universal_invariant_adversarial_engines.ising_gap_wrong_exponent_passes_local_monotonicity,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,0.49999999999999983,dynamic_exponent_z,no,"Generated Ising critical finite-size gap exponent with wrong scaling: expected 1.0, abs_error=5.000e-01","Scaling-law adversarial case: gaps are positive and strictly decreasing, but fit z≈0.5 instead of the critical Ising value z=1.",no,no,,scaling_law_anchor,"Scaling-law adversarial case: gaps are positive and strictly decreasing, but fit z≈0.5 instead of the critical Ising value z=1.",high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,CriticalIsingFiniteSizeScaling,critical_ising_gap_dynamic_exponent_z_equals_1,theory_scaling_law_no_solver,universal_invariant_scaling_law_adversarial_failure
trace_034,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_034.json,universal_invariant_adversarial_engines.ising_gap_correct_exponent_noisy_passes_scaling_anchor,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,1.004290755899226,dynamic_exponent_z,yes,"Generated Ising critical finite-size gap exponent with small noise: expected 1.0, abs_error=4.291e-03",Positive scaling-law control: finite-size gaps include small deterministic noise but fit the critical Ising exponent z=1 within the preregistered tolerance.,no,no,,scaling_law_anchor,Positive scaling-law control: finite-size gaps include small deterministic noise but fit the critical Ising exponent z=1 within the preregistered tolerance.,high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,CriticalIsingFiniteSizeScaling,critical_ising_gap_dynamic_exponent_z_equals_1,theory_scaling_law_no_solver,universal_invariant_scaling_law_positive_control
trace_035,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_035.json,universal_invariant_adversarial_engines.ising_gap_constant_sequence_local_catches_before_scaling,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,"""not_evaluated_local_oracle_failed""",dynamic_exponent_z,no,"Generated Ising critical finite-size gap exponent from constant sequence: expected 1.0, abs_error=n/a",Generator-trivial negative control: constant gaps are positive and finite but fail the local decreasing-gap oracle before exponent fitting is credited.,no,no,,scaling_law_anchor,Generator-trivial negative control: constant gaps are positive and finite but fail the local decreasing-gap oracle before exponent fitting is credited.,high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,CriticalIsingFiniteSizeScaling,critical_ising_gap_dynamic_exponent_z_equals_1,theory_scaling_law_no_solver,universal_invariant_scaling_law_local_catches
trace_036,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_036.json,universal_invariant_adversarial_engines.ising_gap_exact_diagonalization_scaling_anchor,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,0.9170239372923562,dynamic_exponent_z,yes,"Exact-diagonalization critical Ising open-chain gap exponent: expected 1.0, abs_error=8.298e-02",Simulation-generated scaling-law control: finite-size gaps are computed by exact diagonalization of the critical transverse-field Ising open chain. The fitted exponent is judged against the universal z=1 anchor with the same preregistered +/-0.10 tolerance.,no,no,,scaling_law_anchor,Simulation-generated scaling-law control: finite-size gaps are computed by exact diagonalization of the critical transverse-field Ising open chain. The fitted exponent is judged against the universal z=1 anchor with the same preregistered +/-0.10 tolerance.,high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,CriticalIsingFiniteSizeScaling,critical_ising_gap_dynamic_exponent_z_equals_1,theory_scaling_law_no_solver,universal_invariant_scaling_law_simulation_generated
trace_037,/Users/kreniq/Desktop/KRENIQ/AI Projects/01. Investigacion/CAPAS INTELIGENTES/benchmarks/gold_traces/trace_037.json,universal_invariant_adversarial_engines.ising_gap_randomized_wrong_exponent_family,13acd36c76f09100e4c4c5aeb100e032b4dc61ca321edf55d9096105661cb153,yes,"{""anchor_fail_count"": 8, ""fitted_exponents"": [0.40559755512257156, 0.6847510765448284, 0.4850465263512618, 0.47037634246718213, 0.643866342826915, 0.3685771067489278, 0.5677951715531272, 0.567086129929026], ""local_pass_count"": 8, ""variant_count"": 8}",dynamic_exponent_z_min_abs_error,no,"Randomized generated Ising finite-size gap exponents with wrong scaling: expected all randomized variants violate z=1 by more than preregistered tolerance, abs_error=3.152e-01","Randomized adversarial scaling family: all generated finite-size gap sequences are positive, finite, and decreasing, but every fitted exponent falls outside the preregistered z=1 +/-0.10 tolerance.",no,no,,scaling_law_anchor,"Randomized adversarial scaling family: all generated finite-size gap sequences are positive, finite, and decreasing, but every fitted exponent falls outside the preregistered z=1 +/-0.10 tolerance.",high,reject,Universal-invariant matrix/control trace; rejects generated output for training while preserving coverage evidence.,CriticalIsingFiniteSizeScaling,critical_ising_gap_dynamic_exponent_z_equals_1,theory_scaling_law_no_solver,universal_invariant_scaling_law_randomized_adversarial
